Product ID,Date,Location,On Hand Qty,Unit Cost,On Hand Value
Product 58,6/9/2014,Whse 4,0,34.15,0
Product 58,6/9/2014,Whse 7,0,34.15,0
Product 58,6/9/2014,Whse 8,0,34.15,0
Product 58,6/10/2014,Whse 1,12366,34.15,422298.9
Product 58,6/10/2014,Whse 2,0,34.15,0
Product 58,6/10/2014,Whse 4,0,34.15,0
Product 58,6/10/2014,Whse 7,0,34.15,0
Product 58,6/10/2014,Whse 8,0,34.15,0
Product 58,6/11/2014,Whse 1,12270,34.15,419020.5
Product 58,6/11/2014,Whse 2,0,34.15,0
Product 58,6/11/2014,Whse 4,0,34.15,0
Product 58,6/11/2014,Whse 7,0,34.15,0
Product 58,6/11/2014,Whse 8,0,34.15,0
Product 58,6/12/2014,Whse 1,12270,34.15,419020.5
Product 58,6/12/2014,Whse 2,0,34.15,0
Product 58,6/12/2014,Whse 4,0,34.15,0
Product 58,6/12/2014,Whse 7,0,34.15,0
Product 58,6/12/2014,Whse 8,0,34.15,0
Product 58,6/13/2014,Whse 1,12216,34.15,417176.4
Product 58,6/13/2014,Whse 2,0,34.15,0
Product 58,6/13/2014,Whse 4,0,34.15,0
Product 58,6/13/2014,Whse 7,0,34.15,0
Product 58,6/13/2014,Whse 8,0,34.15,0
Product 58,6/16/2014,Whse 1,12174,34.15,415742.1
Product 58,6/16/2014,Whse 2,0,34.15,0
Product 58,6/16/2014,Whse 4,0,34.15,0
Product 58,6/16/2014,Whse 7,0,34.15,0
Product 58,6/16/2014,Whse 8,0,34.15,0
Product 58,6/17/2014,Whse 1,12027,34.15,410722.05
Product 58,6/17/2014,Whse 2,0,34.15,0
Product 58,6/17/2014,Whse 4,0,34.15,0
Product 58,6/17/2014,Whse 7,0,34.15,0
Product 58,6/17/2014,Whse 8,0,34.15,0
Product 58,6/18/2014,Whse 1,12027,34.15,410722.05
Product 58,6/18/2014,Whse 2,0,34.15,0
Product 58,6/18/2014,Whse 4,0,34.15,0
Product 58,6/18/2014,Whse 7,0,34.15,0
Product 58,6/18/2014,Whse 8,0,34.15,0
Product 58,6/19/2014,Whse 1,11715,34.15,400067.25
Product 58,6/19/2014,Whse 2,0,34.15,0
Product 58,6/19/2014,Whse 4,0,34.15,0
Product 58,6/19/2014,Whse 7,0,34.15,0
Product 58,6/19/2014,Whse 8,0,34.15,0
Product 58,6/20/2014,Whse 1,11796,34.15,402833.4
Product 58,6/20/2014,Whse 2,0,34.15,0
Product 58,6/20/2014,Whse 4,0,34.15,0
Product 58,6/20/2014,Whse 7,0,34.15,0
Product 58,6/20/2014,Whse 8,0,34.15,0
Product 58,6/23/2014,Whse 1,11757,34.15,401501.55
Product 58,6/23/2014,Whse 2,0,34.15,0
Product 58,6/23/2014,Whse 4,0,34.15,0
Product 58,6/23/2014,Whse 7,0,34.15,0
Product 58,6/23/2014,Whse 8,0,34.15,0
Product 58,6/24/2014,Whse 1,11757,34.15,401501.55
Product 58,6/24/2014,Whse 2,0,34.15,0
Product 58,6/24/2014,Whse 4,0,34.15,0
Product 58,6/24/2014,Whse 7,0,34.15,0
Product 58,6/24/2014,Whse 8,0,34.15,0
Product 58,6/25/2014,Whse 1,11631,34.15,397198.65
Product 58,6/25/2014,Whse 2,0,34.15,0
Product 58,6/25/2014,Whse 4,0,34.15,0
Product 58,6/25/2014,Whse 7,0,34.15,0
Product 58,6/25/2014,Whse 8,0,34.15,0
Product 58,6/26/2014,Whse 1,11616,34.15,396686.4
Product 58,6/26/2014,Whse 2,0,34.15,0
Product 58,6/26/2014,Whse 4,0,34.15,0
Product 58,6/26/2014,Whse 7,0,34.15,0
Product 58,6/26/2014,Whse 8,0,34.15,0
Product 58,6/27/2014,Whse 1,11559,34.15,394739.85
Product 58,6/27/2014,Whse 2,0,34.15,0
Product 58,6/27/2014,Whse 4,0,34.15,0
Product 58,6/27/2014,Whse 7,0,34.15,0
Product 58,6/27/2014,Whse 8,0,34.15,0
Product 58,6/30/2014,Whse 1,11376,34.15,388490.4
Product 58,6/30/2014,Whse 2,0,34.15,0
Product 58,6/30/2014,Whse 4,0,34.15,0
Product 58,6/30/2014,Whse 7,0,34.15,0
Product 58,6/30/2014,Whse 8,0,34.15,0
Product 57,6/2/2014,Whse 1,17154,34.15,585809.1
Product 57,6/2/2014,Whse 2,0,34.15,0
Product 57,6/2/2014,Whse 3,0,34.15,0
Product 57,6/2/2014,Whse 4,0,34.15,0
Product 57,6/2/2014,Whse 7,0,34.15,0
Product 57,6/2/2014,Whse 8,0,34.15,0
Product 57,6/4/2014,Whse 1,17154,34.15,585809.1
Product 57,6/4/2014,Whse 2,0,34.15,0
Product 57,6/4/2014,Whse 3,0,34.15,0
Product 57,6/4/2014,Whse 4,0,34.15,0
Product 57,6/4/2014,Whse 7,0,34.15,0
Product 57,6/4/2014,Whse 8,0,34.15,0
Product 57,6/5/2014,Whse 1,17103,34.15,584067.45
Product 57,6/5/2014,Whse 2,0,34.15,0
Product 57,6/5/2014,Whse 3,0,34.15,0
Product 57,6/5/2014,Whse 4,0,34.15,0
Product 57,6/5/2014,Whse 7,0,34.15,0
Product 57,6/5/2014,Whse 8,0,34.15,0
Product 57,6/6/2014,Whse 1,17094,34.15,583760.1
Product 57,6/6/2014,Whse 2,0,34.15,0
Product 57,6/6/2014,Whse 3,0,34.15,0
Product 57,6/6/2014,Whse 4,0,34.15,0
Product 57,6/6/2014,Whse 7,0,34.15,0
Product 57,6/6/2014,Whse 8,0,34.15,0
Product 57,6/9/2014,Whse 1,17088,34.15,583555.2
Product 57,6/9/2014,Whse 2,0,34.15,0
Product 57,6/9/2014,Whse 3,0,34.15,0
Product 57,6/9/2014,Whse 4,0,34.15,0
Product 57,6/9/2014,Whse 7,0,34.15,0
Product 57,6/9/2014,Whse 8,0,34.15,0
Product 57,6/10/2014,Whse 1,17088,34.15,583555.2
Product 57,6/10/2014,Whse 2,0,34.15,0
Product 57,6/10/2014,Whse 3,0,34.15,0
Product 57,6/10/2014,Whse 4,0,34.15,0
Product 57,6/10/2014,Whse 7,0,34.15,0
Product 57,6/10/2014,Whse 8,0,34.15,0
Product 57,6/11/2014,Whse 1,17055,34.15,582428.25
Product 57,6/11/2014,Whse 2,0,34.15,0
Product 57,6/11/2014,Whse 3,0,34.15,0
Product 57,6/11/2014,Whse 4,0,34.15,0
Product 57,6/11/2014,Whse 7,0,34.15,0
Product 57,6/11/2014,Whse 8,0,34.15,0
Product 57,6/12/2014,Whse 1,17055,34.15,582428.25
Product 57,6/12/2014,Whse 2,0,34.15,0
Product 57,6/12/2014,Whse 3,0,34.15,0
Product 57,6/12/2014,Whse 4,0,34.15,0
Product 57,6/12/2014,Whse 7,0,34.15,0
Product 57,6/12/2014,Whse 8,0,34.15,0
Product 57,6/13/2014,Whse 1,17046,34.15,582120.9
Product 57,6/13/2014,Whse 2,0,34.15,0
Product 57,6/13/2014,Whse 3,0,34.15,0
Product 57,6/13/2014,Whse 4,0,34.15,0
Product 57,6/13/2014,Whse 7,0,34.15,0
Product 57,6/13/2014,Whse 8,0,34.15,0
Product 57,6/16/2014,Whse 1,17034,34.15,581711.1
Product 57,6/16/2014,Whse 2,0,34.15,0
Product 57,6/16/2014,Whse 3,0,34.15,0
Product 57,6/16/2014,Whse 4,0,34.15,0
Product 57,6/16/2014,Whse 7,0,34.15,0
Product 57,6/16/2014,Whse 8,0,34.15,0
Product 57,6/17/2014,Whse 1,16998,34.15,580481.7
Product 57,6/17/2014,Whse 2,0,34.15,0
Product 57,6/17/2014,Whse 3,0,34.15,0
Product 57,6/17/2014,Whse 4,0,34.15,0
Product 57,6/17/2014,Whse 7,0,34.15,0
Product 57,6/17/2014,Whse 8,0,34.15,0
Product 57,6/18/2014,Whse 1,16998,34.15,580481.7
Product 57,6/18/2014,Whse 2,0,34.15,0
Product 57,6/18/2014,Whse 3,0,34.15,0
Product 57,6/18/2014,Whse 4,0,34.15,0
Product 57,6/18/2014,Whse 7,0,34.15,0
Product 57,6/18/2014,Whse 8,0,34.15,0
Product 57,6/19/2014,Whse 1,16998,34.15,580481.7
Product 57,6/19/2014,Whse 2,0,34.15,0
Product 57,6/19/2014,Whse 3,0,34.15,0
Product 57,6/19/2014,Whse 4,0,34.15,0
Product 57,6/19/2014,Whse 7,0,34.15,0
Product 57,6/19/2014,Whse 8,0,34.15,0
Product 57,6/20/2014,Whse 1,16998,34.15,580481.7
Product 57,6/20/2014,Whse 2,0,34.15,0
Product 57,6/20/2014,Whse 3,0,34.15,0
Product 57,6/20/2014,Whse 4,0,34.15,0
Product 57,6/20/2014,Whse 7,0,34.15,0
Product 57,6/20/2014,Whse 8,0,34.15,0
Product 57,6/23/2014,Whse 1,16950,34.15,578842.5
Product 57,6/23/2014,Whse 2,0,34.15,0
Product 57,6/23/2014,Whse 3,0,34.15,0
Product 57,6/23/2014,Whse 4,0,34.15,0
Product 57,6/23/2014,Whse 7,0,34.15,0
Product 57,6/23/2014,Whse 8,0,34.15,0
Product 57,6/24/2014,Whse 1,16950,34.15,578842.5
Product 57,6/24/2014,Whse 2,0,34.15,0
Product 57,6/24/2014,Whse 3,0,34.15,0
Product 57,6/24/2014,Whse 4,0,34.15,0
Product 57,6/24/2014,Whse 7,0,34.15,0
Product 57,6/24/2014,Whse 8,0,34.15,0
Product 57,6/25/2014,Whse 1,16893,34.15,576895.95
Product 57,6/25/2014,Whse 2,0,34.15,0
Product 57,6/25/2014,Whse 3,0,34.15,0
Product 57,6/25/2014,Whse 4,0,34.15,0
Product 57,6/25/2014,Whse 7,0,34.15,0
Product 57,6/25/2014,Whse 8,0,34.15,0
Product 57,6/26/2014,Whse 1,16890,34.15,576793.5
Product 57,6/26/2014,Whse 2,0,34.15,0
Product 57,6/26/2014,Whse 3,0,34.15,0
Product 57,6/26/2014,Whse 4,0,34.15,0
Product 57,6/26/2014,Whse 7,0,34.15,0
Product 57,6/26/2014,Whse 8,0,34.15,0
Product 57,6/27/2014,Whse 1,16878,34.15,576383.7
Product 57,6/27/2014,Whse 2,0,34.15,0
Product 57,6/27/2014,Whse 3,0,34.15,0
Product 57,6/27/2014,Whse 4,0,34.15,0
Product 57,6/27/2014,Whse 7,0,34.15,0
Product 57,6/27/2014,Whse 8,0,34.15,0
Product 57,6/30/2014,Whse 1,16800,34.15,573720
Product 57,6/30/2014,Whse 2,0,34.15,0
Product 57,6/30/2014,Whse 3,0,34.15,0
Product 57,6/30/2014,Whse 4,0,34.15,0
Product 57,6/30/2014,Whse 7,0,34.15,0
Product 57,6/30/2014,Whse 8,0,34.15,0
Product 56,6/2/2014,Whse 1,3999,34.15,136565.85
Product 56,6/2/2014,Whse 2,0,34.15,0
Product 56,6/2/2014,Whse 4,0,34.15,0
Product 56,6/2/2014,Whse 7,0,34.15,0
Product 56,6/2/2014,Whse 8,0,34.15,0
Product 56,6/4/2014,Whse 1,3999,34.15,136565.85
Product 56,6/4/2014,Whse 2,0,34.15,0
Product 56,6/4/2014,Whse 4,0,34.15,0
Product 56,6/4/2014,Whse 7,0,34.15,0
Product 56,6/4/2014,Whse 8,0,34.15,0
Product 56,6/5/2014,Whse 1,3996,34.15,136463.4
Product 56,6/5/2014,Whse 2,0,34.15,0
Product 56,6/5/2014,Whse 4,0,34.15,0
Product 56,6/5/2014,Whse 7,0,34.15,0
Product 56,6/5/2014,Whse 8,0,34.15,0
Product 56,6/6/2014,Whse 1,3993,34.15,136360.95
Product 56,6/6/2014,Whse 2,0,34.15,0
Product 56,6/6/2014,Whse 4,0,34.15,0
Product 56,6/6/2014,Whse 7,0,34.15,0
Product 56,6/6/2014,Whse 8,0,34.15,0
Product 56,6/9/2014,Whse 1,3987,34.15,136156.05
Product 56,6/9/2014,Whse 2,0,34.15,0
Product 56,6/9/2014,Whse 4,0,34.15,0
Product 56,6/9/2014,Whse 7,0,34.15,0
Product 56,6/9/2014,Whse 8,0,34.15,0
Product 56,6/10/2014,Whse 1,3987,34.15,136156.05
Product 56,6/10/2014,Whse 2,0,34.15,0
Product 56,6/10/2014,Whse 4,0,34.15,0
Product 56,6/10/2014,Whse 7,0,34.15,0
Product 56,6/10/2014,Whse 8,0,34.15,0
Product 56,6/11/2014,Whse 1,3984,34.15,136053.6
Product 56,6/11/2014,Whse 2,0,34.15,0
Product 56,6/11/2014,Whse 4,0,34.15,0
Product 56,6/11/2014,Whse 7,0,34.15,0
Product 56,6/11/2014,Whse 8,0,34.15,0
Product 56,6/12/2014,Whse 1,3984,34.15,136053.6
Product 56,6/12/2014,Whse 2,0,34.15,0
Product 56,6/12/2014,Whse 4,0,34.15,0
Product 56,6/12/2014,Whse 7,0,34.15,0
Product 56,6/12/2014,Whse 8,0,34.15,0
Product 56,6/13/2014,Whse 1,3984,34.15,136053.6
Product 56,6/13/2014,Whse 2,0,34.15,0
Product 56,6/13/2014,Whse 4,0,34.15,0
Product 56,6/13/2014,Whse 7,0,34.15,0
Product 56,6/13/2014,Whse 8,0,34.15,0
Product 56,6/16/2014,Whse 1,3969,34.15,135541.35
Product 56,6/16/2014,Whse 2,0,34.15,0
Product 56,6/16/2014,Whse 4,0,34.15,0
Product 56,6/16/2014,Whse 7,0,34.15,0
Product 56,6/16/2014,Whse 8,0,34.15,0
Product 56,6/17/2014,Whse 1,3963,34.15,135336.45
Product 56,6/17/2014,Whse 2,0,34.15,0
Product 56,6/17/2014,Whse 4,0,34.15,0
Product 56,6/17/2014,Whse 7,0,34.15,0
Product 56,6/17/2014,Whse 8,0,34.15,0
Product 56,6/18/2014,Whse 1,3963,34.15,135336.45
Product 56,6/18/2014,Whse 2,0,34.15,0
Product 56,6/18/2014,Whse 4,0,34.15,0
Product 56,6/18/2014,Whse 7,0,34.15,0
Product 56,6/18/2014,Whse 8,0,34.15,0
Product 56,6/19/2014,Whse 1,3963,34.15,135336.45
Product 56,6/19/2014,Whse 2,0,34.15,0
Product 56,6/19/2014,Whse 4,0,34.15,0
Product 56,6/19/2014,Whse 7,0,34.15,0
Product 56,6/19/2014,Whse 8,0,34.15,0
Product 56,6/20/2014,Whse 1,3963,34.15,135336.45
Product 56,6/20/2014,Whse 2,0,34.15,0
Product 56,6/20/2014,Whse 4,0,34.15,0
Product 56,6/20/2014,Whse 7,0,34.15,0
Product 56,6/20/2014,Whse 8,0,34.15,0
Product 56,6/23/2014,Whse 1,3912,34.15,133594.8
Product 56,6/23/2014,Whse 2,0,34.15,0
Product 56,6/23/2014,Whse 4,0,34.15,0
Product 56,6/23/2014,Whse 7,0,34.15,0
Product 56,6/23/2014,Whse 8,0,34.15,0
Product 56,6/24/2014,Whse 1,3912,34.15,133594.8
Product 56,6/24/2014,Whse 2,0,34.15,0
Product 56,6/24/2014,Whse 4,0,34.15,0
Product 56,6/24/2014,Whse 7,0,34.15,0
Product 56,6/24/2014,Whse 8,0,34.15,0
Product 56,6/25/2014,Whse 1,3900,34.15,133185
Product 56,6/25/2014,Whse 2,0,34.15,0
Product 56,6/25/2014,Whse 4,0,34.15,0
Product 56,6/25/2014,Whse 7,0,34.15,0
Product 56,6/25/2014,Whse 8,0,34.15,0
Product 56,6/26/2014,Whse 1,3900,34.15,133185
Product 56,6/26/2014,Whse 2,0,34.15,0
Product 56,6/26/2014,Whse 4,0,34.15,0
Product 56,6/26/2014,Whse 7,0,34.15,0
Product 56,6/26/2014,Whse 8,0,34.15,0
Product 56,6/27/2014,Whse 1,3897,34.15,133082.55
Product 56,6/27/2014,Whse 2,0,34.15,0
Product 56,6/27/2014,Whse 4,0,34.15,0
Product 56,6/27/2014,Whse 7,0,34.15,0
Product 56,6/27/2014,Whse 8,0,34.15,0
Product 56,6/30/2014,Whse 1,3849,34.15,131443.35
Product 56,6/30/2014,Whse 2,0,34.15,0
Product 56,6/30/2014,Whse 4,0,34.15,0
Product 56,6/30/2014,Whse 7,0,34.15,0
Product 56,6/30/2014,Whse 8,0,34.15,0
Product 59,6/2/2014,Whse 1,162,34.15,5532.3
Product 59,6/2/2014,Whse 2,0,34.15,0
Product 59,6/2/2014,Whse 3,0,34.15,0
Product 59,6/2/2014,Whse 4,408,34.15,13933.2
Product 59,6/2/2014,Whse 5,108,34.15,3688.2
Product 59,6/2/2014,Whse 7,0,34.15,0
Product 59,6/2/2014,Whse 8,426,34.15,14547.9
Product 59,6/4/2014,Whse 1,162,34.15,5532.3
Product 59,6/4/2014,Whse 2,0,34.15,0
Product 59,6/4/2014,Whse 3,0,34.15,0
Product 59,6/4/2014,Whse 4,402,34.15,13728.3
Product 59,6/4/2014,Whse 5,108,34.15,3688.2
Product 59,6/4/2014,Whse 7,0,34.15,0
Product 59,6/4/2014,Whse 8,426,34.15,14547.9
Product 59,6/5/2014,Whse 1,162,34.15,5532.3
Product 59,6/5/2014,Whse 2,0,34.15,0
Product 59,6/5/2014,Whse 3,0,34.15,0
Product 59,6/5/2014,Whse 4,774,34.15,26432.1
Product 59,6/5/2014,Whse 5,96,34.15,3278.4
Product 59,6/5/2014,Whse 7,0,34.15,0
Product 59,6/5/2014,Whse 8,426,34.15,14547.9
Product 59,6/6/2014,Whse 1,162,34.15,5532.3
Product 59,6/6/2014,Whse 2,0,34.15,0
Product 59,6/6/2014,Whse 3,0,34.15,0
Product 59,6/6/2014,Whse 4,696,34.15,23768.4
Product 59,6/6/2014,Whse 5,96,34.15,3278.4
Product 59,6/6/2014,Whse 7,0,34.15,0
Product 59,6/6/2014,Whse 8,426,34.15,14547.9
Product 59,6/9/2014,Whse 1,162,34.15,5532.3
Product 59,6/9/2014,Whse 2,0,34.15,0
Product 59,6/9/2014,Whse 3,0,34.15,0
Product 59,6/9/2014,Whse 4,648,34.15,22129.2
Product 59,6/9/2014,Whse 5,96,34.15,3278.4
Product 59,6/9/2014,Whse 7,0,34.15,0
Product 59,6/9/2014,Whse 8,426,34.15,14547.9
Product 59,6/10/2014,Whse 1,162,34.15,5532.3
Product 59,6/10/2014,Whse 2,0,34.15,0
Product 59,6/10/2014,Whse 3,0,34.15,0
Product 59,6/10/2014,Whse 4,612,34.15,20899.8
Product 59,6/10/2014,Whse 5,96,34.15,3278.4
Product 59,6/10/2014,Whse 7,0,34.15,0
Product 59,6/10/2014,Whse 8,420,34.15,14343
Product 59,6/11/2014,Whse 1,162,34.15,5532.3
Product 59,6/11/2014,Whse 2,0,34.15,0
Product 59,6/11/2014,Whse 3,0,34.15,0
Product 59,6/11/2014,Whse 4,600,34.15,20490
Product 59,6/11/2014,Whse 5,96,34.15,3278.4
Product 59,6/11/2014,Whse 7,0,34.15,0
Product 59,6/11/2014,Whse 8,420,34.15,14343
Product 59,6/12/2014,Whse 1,162,34.15,5532.3
Product 59,6/12/2014,Whse 2,0,34.15,0
Product 59,6/12/2014,Whse 3,0,34.15,0
Product 59,6/12/2014,Whse 4,600,34.15,20490
Product 59,6/12/2014,Whse 5,96,34.15,3278.4
Product 59,6/12/2014,Whse 7,0,34.15,0
Product 59,6/12/2014,Whse 8,420,34.15,14343
Product 59,6/13/2014,Whse 1,162,34.15,5532.3
Product 59,6/13/2014,Whse 2,0,34.15,0
Product 59,6/13/2014,Whse 3,0,34.15,0
Product 59,6/13/2014,Whse 4,594,34.15,20285.1
Product 59,6/13/2014,Whse 5,96,34.15,3278.4
Product 59,6/13/2014,Whse 7,0,34.15,0
Product 59,6/13/2014,Whse 8,420,34.15,14343
Product 59,6/16/2014,Whse 1,162,34.15,5532.3
Product 59,6/16/2014,Whse 2,0,34.15,0
Product 59,6/16/2014,Whse 3,0,34.15,0
Product 59,6/16/2014,Whse 4,498,34.15,17006.7
Product 59,6/16/2014,Whse 5,96,34.15,3278.4
Product 59,6/16/2014,Whse 7,0,34.15,0
Product 59,6/16/2014,Whse 8,408,34.15,13933.2
Product 59,6/17/2014,Whse 1,162,34.15,5532.3
Product 59,6/17/2014,Whse 2,0,34.15,0
Product 59,6/17/2014,Whse 3,0,34.15,0
Product 59,6/17/2014,Whse 4,498,34.15,17006.7
Product 59,6/17/2014,Whse 5,96,34.15,3278.4
Product 59,6/17/2014,Whse 7,0,34.15,0
Product 59,6/17/2014,Whse 8,408,34.15,13933.2
Product 59,6/18/2014,Whse 1,162,34.15,5532.3
Product 59,6/18/2014,Whse 2,0,34.15,0
Product 59,6/18/2014,Whse 3,0,34.15,0
Product 59,6/18/2014,Whse 4,498,34.15,17006.7
Product 59,6/18/2014,Whse 5,96,34.15,3278.4
Product 59,6/18/2014,Whse 7,0,34.15,0
Product 59,6/18/2014,Whse 8,408,34.15,13933.2
Product 59,6/19/2014,Whse 1,162,34.15,5532.3
Product 59,6/19/2014,Whse 2,0,34.15,0
Product 59,6/19/2014,Whse 3,0,34.15,0
Product 59,6/19/2014,Whse 4,498,34.15,17006.7
Product 59,6/19/2014,Whse 5,90,34.15,3073.5
Product 59,6/19/2014,Whse 7,0,34.15,0
Product 59,6/19/2014,Whse 8,396,34.15,13523.4
Product 59,6/20/2014,Whse 1,162,34.15,5532.3
Product 59,6/20/2014,Whse 2,0,34.15,0
Product 59,6/20/2014,Whse 3,0,34.15,0
Product 59,6/20/2014,Whse 4,498,34.15,17006.7
Product 59,6/20/2014,Whse 5,90,34.15,3073.5
Product 59,6/20/2014,Whse 7,0,34.15,0
Product 59,6/20/2014,Whse 8,396,34.15,13523.4
Product 59,6/23/2014,Whse 1,162,34.15,5532.3
Product 59,6/23/2014,Whse 2,0,34.15,0
Product 59,6/23/2014,Whse 3,0,34.15,0
Product 59,6/23/2014,Whse 4,486,34.15,16596.9
Product 59,6/23/2014,Whse 5,90,34.15,3073.5
Product 59,6/23/2014,Whse 7,0,34.15,0
Product 59,6/23/2014,Whse 8,396,34.15,13523.4
Product 59,6/24/2014,Whse 1,162,34.15,5532.3
Product 59,6/24/2014,Whse 2,0,34.15,0
Product 59,6/24/2014,Whse 3,0,34.15,0
Product 59,6/24/2014,Whse 4,474,34.15,16187.1
Product 59,6/24/2014,Whse 5,90,34.15,3073.5
Product 59,6/24/2014,Whse 7,0,34.15,0
Product 59,6/24/2014,Whse 8,396,34.15,13523.4
Product 59,6/25/2014,Whse 1,162,34.15,5532.3
Product 59,6/25/2014,Whse 2,0,34.15,0
Product 59,6/25/2014,Whse 3,0,34.15,0
Product 59,6/25/2014,Whse 4,456,34.15,15572.4
Product 59,6/25/2014,Whse 5,90,34.15,3073.5
Product 59,6/25/2014,Whse 7,0,34.15,0
Product 59,6/25/2014,Whse 8,396,34.15,13523.4
Product 59,6/26/2014,Whse 1,162,34.15,5532.3
Product 59,6/26/2014,Whse 2,0,34.15,0
Product 59,6/26/2014,Whse 3,0,34.15,0
Product 59,6/26/2014,Whse 4,402,34.15,13728.3
Product 59,6/26/2014,Whse 5,90,34.15,3073.5
Product 59,6/26/2014,Whse 7,0,34.15,0
Product 59,6/26/2014,Whse 8,396,34.15,13523.4
Product 59,6/27/2014,Whse 1,162,34.15,5532.3
Product 59,6/27/2014,Whse 2,0,34.15,0
Product 59,6/27/2014,Whse 3,0,34.15,0
Product 59,6/27/2014,Whse 4,402,34.15,13728.3
Product 59,6/27/2014,Whse 5,90,34.15,3073.5
Product 59,6/27/2014,Whse 7,0,34.15,0
Product 59,6/27/2014,Whse 8,396,34.15,13523.4
Product 59,6/30/2014,Whse 1,162,34.15,5532.3
Product 59,6/30/2014,Whse 2,0,34.15,0
Product 59,6/30/2014,Whse 3,0,34.15,0
Product 59,6/30/2014,Whse 4,372,34.15,12703.8
Product 59,6/30/2014,Whse 5,90,34.15,3073.5
Product 59,6/30/2014,Whse 7,0,34.15,0
Product 59,6/30/2014,Whse 8,396,34.15,13523.4
Product 60,6/2/2014,Whse 1,252,34.15,8605.8
Product 60,6/2/2014,Whse 2,0,34.15,0
Product 60,6/2/2014,Whse 3,0,34.15,0
Product 60,6/2/2014,Whse 4,2004,34.15,68436.6
Product 60,6/2/2014,Whse 5,84,34.15,2868.6
Product 60,6/2/2014,Whse 7,0,34.15,0
Product 60,6/2/2014,Whse 8,498,34.15,17006.7
Product 60,6/4/2014,Whse 1,252,34.15,8605.8
Product 60,6/4/2014,Whse 2,0,34.15,0
Product 60,6/4/2014,Whse 3,0,34.15,0
Product 60,6/4/2014,Whse 4,1998,34.15,68231.7
Product 60,6/4/2014,Whse 5,84,34.15,2868.6
Product 60,6/4/2014,Whse 7,0,34.15,0
Product 60,6/4/2014,Whse 8,498,34.15,17006.7
Product 60,6/5/2014,Whse 1,252,34.15,8605.8
Product 60,6/5/2014,Whse 2,0,34.15,0
Product 60,6/5/2014,Whse 3,0,34.15,0
Product 60,6/5/2014,Whse 4,1914,34.15,65363.1
Product 60,6/5/2014,Whse 5,84,34.15,2868.6
Product 60,6/5/2014,Whse 7,0,34.15,0
Product 60,6/5/2014,Whse 8,480,34.15,16392
Product 60,6/6/2014,Whse 1,252,34.15,8605.8
Product 60,6/6/2014,Whse 2,0,34.15,0
Product 60,6/6/2014,Whse 3,0,34.15,0
Product 60,6/6/2014,Whse 4,1902,34.15,64953.3
Product 60,6/6/2014,Whse 5,84,34.15,2868.6
Product 60,6/6/2014,Whse 7,0,34.15,0
Product 60,6/6/2014,Whse 8,480,34.15,16392
Product 60,6/9/2014,Whse 1,252,34.15,8605.8
Product 60,6/9/2014,Whse 2,0,34.15,0
Product 60,6/9/2014,Whse 3,0,34.15,0
Product 60,6/9/2014,Whse 4,1872,34.15,63928.8
Product 60,6/9/2014,Whse 5,84,34.15,2868.6
Product 60,6/9/2014,Whse 7,0,34.15,0
Product 60,6/9/2014,Whse 8,480,34.15,16392
Product 60,6/10/2014,Whse 1,252,34.15,8605.8
Product 60,6/10/2014,Whse 2,0,34.15,0
Product 60,6/10/2014,Whse 3,0,34.15,0
Product 60,6/10/2014,Whse 4,1848,34.15,63109.2
Product 60,6/10/2014,Whse 5,84,34.15,2868.6
Product 60,6/10/2014,Whse 7,0,34.15,0
Product 60,6/10/2014,Whse 8,480,34.15,16392
Product 60,6/11/2014,Whse 1,240,34.15,8196
Product 60,6/11/2014,Whse 2,0,34.15,0
Product 60,6/11/2014,Whse 3,0,34.15,0
Product 60,6/11/2014,Whse 4,1806,34.15,61674.9
Product 60,6/11/2014,Whse 5,84,34.15,2868.6
Product 60,6/11/2014,Whse 7,0,34.15,0
Product 60,6/11/2014,Whse 8,480,34.15,16392
Product 60,6/12/2014,Whse 1,240,34.15,8196
Product 60,6/12/2014,Whse 2,0,34.15,0
Product 60,6/12/2014,Whse 3,0,34.15,0
Product 60,6/12/2014,Whse 4,1806,34.15,61674.9
Product 60,6/12/2014,Whse 5,84,34.15,2868.6
Product 60,6/12/2014,Whse 7,0,34.15,0
Product 60,6/12/2014,Whse 8,480,34.15,16392
Product 60,6/13/2014,Whse 1,240,34.15,8196
Product 60,6/13/2014,Whse 2,0,34.15,0
Product 60,6/13/2014,Whse 3,0,34.15,0
Product 60,6/13/2014,Whse 4,1782,34.15,60855.3
Product 60,6/13/2014,Whse 5,84,34.15,2868.6
Product 60,6/13/2014,Whse 7,0,34.15,0
Product 60,6/13/2014,Whse 8,480,34.15,16392
Product 60,6/16/2014,Whse 1,240,34.15,8196
Product 60,6/16/2014,Whse 2,0,34.15,0
Product 60,6/16/2014,Whse 3,0,34.15,0
Product 60,6/16/2014,Whse 4,1740,34.15,59421
Product 60,6/16/2014,Whse 5,84,34.15,2868.6
Product 60,6/16/2014,Whse 7,0,34.15,0
Product 60,6/16/2014,Whse 8,480,34.15,16392
Product 60,6/17/2014,Whse 1,240,34.15,8196
Product 60,6/17/2014,Whse 2,0,34.15,0
Product 60,6/17/2014,Whse 3,0,34.15,0
Product 60,6/17/2014,Whse 4,1704,34.15,58191.6
Product 60,6/17/2014,Whse 5,84,34.15,2868.6
Product 60,6/17/2014,Whse 7,0,34.15,0
Product 60,6/17/2014,Whse 8,480,34.15,16392
